Start Date,1/1/2011,,
End Date,12/31/2023,,
,,,
,LH1 Comdty,C 1 Comdty,SM1 Comdty
,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST
12/13/2023,67.925,456.75,421.1
12/14/2023,67.175,456.75,421.1
12/15/2023,71.9,483,405.6
12/18/2023,71.575,477,412.8
12/19/2023,70.55,472.75,403.2
12/20/2023,70.225,469.75,399.9
12/21/2023,70.65,472.5,395.4
12/22/2023,71.35,473,399.6
12/25/2023,71.35,473,399.6
12/26/2023,69.3,480.25,403.2
12/27/2023,69.875,476.5,398.9
12/28/2023,68.45,474.25,393
12/29/2023,67.975,471.25,386
